entry_id,date,phase,workstream,bucket,category,item,status,amount,currency,amount_status,company,transaction_number,expected_delivery_date,source,evidence_ref,payment_status,delivery_status,procurement_stage,product_link,notes
part_turbocharger_matched_2h_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,forced_induction,Matched wastegated turbocharger for Toyota 2H conservative road build,planned,,,missing,Garrett authorised distributor / GCG Turbo / verified diesel turbo specialist,,,user_direction|online_research,docs/2h-turbo-suitability-and-options-20260717.md|https://www.borgwarner.com/aftermarket/boosting-technologies/news/2022/05/20/matchbot-a-shortcut-method,not_paid,not_ordered,engine_health_and_map_match_hold,,"Select only after engine tests and mapped comparison at 4.0 L, intended rpm, ambient temperature, altitude and 5-7 psi initial target. GT2256/small-GT25 or compact HX30 sizing direction only; exact part number, compressor map, turbine housing, flange, wastegate setting and oil requirements must be approved as one package."
part_turbo_exhaust_manifold_2h_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,forced_induction,Toyota 2H turbo exhaust manifold or engineered manifold-adapter assembly,planned,,,missing,2H diesel specialist / exhaust manifold fabricator,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,engine_identity_and_mockup_hold,,"Match the confirmed 2H head port pattern and chosen turbo flange; require flat machined faces, material and welding method suitable for sustained diesel EGT, bracing strategy and access to all fasteners. Avoid unknown cracked used castings or unsupported plate adapters."
part_turbo_manifold_gasket_stud_set_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,forced_induction,New 2H exhaust manifold gasket turbo flange gasket studs nuts and locking hardware set,planned,,,missing,Toyota diesel parts counter / turbo specialist / industrial fastener supplier,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,buy_with_final_manifold,,"New only. Match head thread, stud engagement, flange type and turbo manufacturer requirements; use heat-rated prevailing/locking hardware where specified."
part_turbo_wastegate_actuator_control_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,forced_induction,Matched internal wastegate actuator boost reference hose and control fittings,planned,,,missing,Turbo manufacturer / authorised distributor,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,buy_with_final_turbo,,"Prefer the turbo manufacturer's matched actuator. Initial mechanical setting approximately 5-7 psi; no generic bleed controller required. Confirm actuator rod travel, bracket, reference port and fail-safe opening."
part_turbo_oil_feed_takeoff_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,lubrication,Engine oil-gallery take-off adapter tee and gauge/sender provision for turbo feed,planned,,,missing,Diesel engine specialist / hydraulic fitting supplier,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,oil_pressure_port_measurement_hold,,"Confirm actual 2H gallery port thread and pressure before purchase. Use rated fittings with supported routing; do not stack unknown brass adapters at the engine."
part_turbo_oil_feed_line_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,lubrication,Turbo oil-feed line with heat sleeve and supported end fittings,planned,,,missing,Turbo manufacturer / quality hydraulic hose fabricator,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,buy_after_turbo_and_route_lock,,"Length and end fittings follow final turbo position. Use manufacturer-approved hard line or PTFE/stainless-braid assembly, protected from turbine/downpipe heat and vibration."
part_turbo_oil_feed_restrictor_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,lubrication,Turbo oil-feed restrictor or calibrated inlet fitting if required by selected turbo,planned,,,missing,Turbo manufacturer / authorised distributor,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,manufacturer_spec_hold,,"Conditional item: fit only when the chosen turbo manufacturer and measured engine oil pressure require it. Do not select restriction by guesswork."
part_turbo_oil_drain_flange_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,lubrication,Turbo-specific oil-drain flange gasket and fasteners,planned,,,missing,Turbo manufacturer / authorised distributor,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,buy_with_final_turbo,,"Match exact bearing-housing flange and bolt spacing; provide the largest practical unrestricted gravity outlet."
part_turbo_oil_drain_tube_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,lubrication,Large-bore turbo gravity oil-drain tube hose and clamps,planned,,,missing,Turbo specialist / hose fabricator,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,route_measurement_hold,,"Size to turbo manufacturer requirement; continuous downhill fall, no trap or tight bend, oil/temperature-rated flexible section only where needed for movement."
part_turbo_sump_return_bung_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,lubrication,Weld-on turbo oil-return bung for 2H sump with cap for fabrication test,planned,,,missing,Machine shop / turbo fabricator,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,turbo_position_and_oil_level_hold,,"Locate above normal sump oil level after turbo position and drain fall are proven. Weld with sump removed; clean and leak-test before refit."
part_turbo_water_line_set_conditional_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,cooling,Turbo coolant feed and return lines fittings and heat sleeve if selected turbo is water-cooled,planned,,,missing,Turbo manufacturer / cooling hose specialist,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,conditional_turbo_spec_hold,,"Conditional item. Add only for a water-cooled bearing housing using manufacturer-approved take-off and return points; avoid creating air traps or starving the heater circuit."
part_turbo_intercooler_core_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,charge_air,Front or side-mounted bar-and-plate intercooler matched to 2H airflow and cooling-stack envelope,planned,,,missing,Full Throttle Pakistan / verified performance cooling supplier,,,user_direction|online_research,docs/2h-turbo-suitability-and-options-20260717.md|docs/front-cooling-stack-fabrication-plan-20260530.md,not_paid,not_ordered,cooling_stack_measurement_hold,,"Select core and end-tank orientation after radiator/condenser/fan and bonnet/front-panel mock-up. Favour modest pressure drop and 2.0-2.5 inch outlets; do not buy a generic core by advertised horsepower alone."
part_turbo_charge_pipe_kit_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,charge_air,Aluminium charge-pipe bends and straight sections with beaded ends,market_lead,,,price_tbd,Full Throttle Pakistan,,,online_research,https://fullthrottlepakistan.com/products/universal-3-aluminum-turbo-intake-intercooler-pipe-kit-silver-for-most-cars,not_paid,not_ordered,diameter_and_route_hold,https://fullthrottlepakistan.com/products/universal-3-aluminum-turbo-intake-intercooler-pipe-kit-silver-for-most-cars,"Local Lahore listing shows pickup availability for a universal 3-inch kit, but 3 inches is likely oversized for the conservative 2H build and the listed clamp mix is not sufficient proof. Quote 2.0 or 2.5 inch material after the route and turbo/intercooler outlet sizes are fixed."
part_turbo_charge_pipe_import_lead_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,charge_air,Imported universal aluminium intercooler pipe hose and clamp kit market lead,market_lead,47273,PKR,online_listing,Ubuy Pakistan / Salem Auto Parts,,,online_research,https://www.ubuy.com.pk/en/product/M5U12RSZO-3-60cm-universal-aluminum-intercooler-pipe-kit-polished-aluminum-turbo-intercooler-pipe-8-blue-hose-16-clamps-kit,not_paid,not_ordered,do_not_buy_wrong_diameter,https://www.ubuy.com.pk/en/product/M5U12RSZO-3-60cm-universal-aluminum-intercooler-pipe-kit-polished-aluminum-turbo-intercooler-pipe-8-blue-hose-16-clamps-kit,"Listing observed 2026-07-17 as in stock at PKR 47,273 before shipping/customs. It is a 3-inch universal kit and is recorded for price comparison only; do not order unless final calculations and outlet measurements explicitly select 3 inches."
part_turbo_silicone_coupler_reducer_set_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,charge_air,Four-ply silicone straight elbow and reducer couplers for charge-air system,planned,,,missing,Performance hose supplier / Full Throttle Pakistan,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,buy_after_pipe_od_lock,,"Buy only final IDs and angles after mock-up. Include turbo-outlet and intake-adapter reducers; avoid coolant-only hose and unsupported long silicone spans."
part_turbo_tbolt_clamp_set_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,charge_air,Stainless T-bolt clamp set matched to every charge-pipe joint,planned,,,missing,Performance hose supplier / industrial clamp supplier,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,buy_after_installed_od_measurement,,"Select clamp working range from installed coupler OD; use beaded pipe ends and provide one spare of each size."
part_turbo_intercooler_mount_isolator_set_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,charge_air,Intercooler mounting brackets rubber isolators spacers and graded fasteners,planned,,,missing,Local fabricator / rubber and fastener suppliers,,,user_direction|engineering_plan,docs/front-cooling-stack-fabrication-plan-20260530.md|docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,core_and_front_stack_hold,,"Keep intercooler structurally separate and rubber-isolated; brackets must not load radiator/condenser and must allow service removal and thermal movement."
part_turbo_air_cleaner_element_housing_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,intake,High-flow sealed air-cleaner housing and service element suitable for dusty J40 use,planned,,,missing,Toyota diesel / Donaldson-type filtration supplier,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,airflow_and_space_hold,,"Prefer a properly sized sealed paper-element housing with dust serviceability over an exposed cone filter. Confirm rated airflow, restriction indicator option, inlet/outlet OD and water-ingestion protection."
part_turbo_clean_air_inlet_duct_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,intake,Air-cleaner to turbo compressor inlet duct couplers clamps and support brackets,planned,,,missing,Intake hose supplier / local fabricator,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,turbo_and_airbox_position_hold,,"Oil-mist and vacuum-collapse resistant duct sized to compressor inlet; include engine movement allowance and no unsupported weight on compressor housing."
part_turbo_intake_manifold_adapter_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,intake,2H intake-manifold charge-air adapter/plenum connection with boost reference ports,planned,,,missing,2H diesel specialist / aluminium fabricator,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,manifold_measurement_hold,,"Use a sealed mechanically retained connection with even air distribution. Provide dedicated ports for boost gauge and pump compensator if used; pressure-test before installation."
part_turbo_crankcase_breather_separator_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,intake,Serviceable crankcase breather oil separator and turbo-inlet return plumbing,planned,,,missing,Diesel filtration supplier / hose fabricator,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,blowby_test_and_route_hold,,"Size after measured blow-by. Maintain safe crankcase ventilation; do not fit a restrictive decorative catch can or vent oily mist near hot exhaust."
part_turbo_downpipe_flange_vband_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,exhaust,Turbo outlet flange or V-band assembly and gasket for fabricated downpipe,planned,,,missing,Turbo manufacturer / exhaust fabricator,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,buy_with_final_turbo,,"Match exact turbine outlet. Prefer a serviceable joint with adequate sealing and tool access."
part_turbo_downpipe_tube_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,exhaust,Mandrel-bend downpipe tubing transition and fabrication stock,planned,,,missing,Local exhaust specialist / stainless or aluminised tube supplier,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,turbo_position_and_chassis_route_hold,,"Final diameter follows turbine outlet and exhaust calculation. Use smooth first bend, adequate wall thickness, supported weight and clearance from brake/clutch/fuel/electrical/A-C routes."
part_turbo_exhaust_flex_joint_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,exhaust,Interlocked-lined exhaust flex joint matched to downpipe diameter,planned,,,missing,Quality exhaust supplier,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md,not_paid,not_ordered,buy_after_exhaust_diameter_lock,,"Install after the rigid turbo/downpipe section and before chassis exhaust loads can reach the manifold; do not use the flex joint to correct poor alignment."
part_turbo_exhaust_system_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,exhaust,Low-restriction single exhaust tubing muffler tailpipe joints and service clamps,planned,,,missing,Local diesel exhaust fabricator,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md|data/manual/j40_as_fitted_route_pakistan_purchase_bom_20260531.csv,not_paid,not_ordered,full_chassis_and_body_route_hold,,"Select diameter and muffler after turbo/downpipe are fixed. Route clear of suspension, propshaft, body, fuel tank, lines and wiring; retain service joints and acceptable noise."
part_turbo_exhaust_hanger_set_20260717,2026-07-17,09_optional_upgrades,turbocharger_powertrain,parts,exhaust,Turbo exhaust hanger brackets pins heat-rated rubber isolators and fasteners,planned,,,missing,Local exhaust fabricator / rubber supplier,,,user_direction|engineering_plan,docs/2h-turbo-suitability-and-options-20260717.md|data/manual/j40_as_fitted_route_pakistan_purchase_bom_20260531.csv,not_paid,not_ordered,buy_after_exhaust_mockup,,"Support downpipe/exhaust independently so the manifold and turbo carry no system weight. Final pin OD, spacing and rubber dimensions follow loaded mock-up."
